student_id,question_id,ability,difficulty,answered_correctly
1078,22,1.023237187384264,-0.280791505,TRUE
1980,37,-2.243018417,1.4305402322121616,FALSE
1240,14,3.4533955284567495,-0.872714062,TRUE
1329,33,1.7502303812916011,0.8161723418477723,TRUE
1995,17,2.288340297092959,-0.558913576,TRUE
1794,11,-4.30255115,-0.687780051,FALSE
1838,45,-0.371449646,1.2902426684636306,FALSE
1620,21,-2.15013496,-0.349215143,FALSE
1422,35,-1.633844053,0.9108960987915374,FALSE
1490,48,-0.563243306,1.9723717453579808,FALSE
1496,2,4.4137552934625965,-1.485695035,TRUE
1012,28,-1.629994972,-0.007172181,FALSE
1765,25,-3.729838574,-0.521916127,FALSE
1396,12,-0.977274275,-0.932708679,FALSE
1572,41,-1.583507905,1.1997895105073653,FALSE
1150,44,0.46525009408275864,1.3769615662825754,FALSE
1251,11,-0.321560612,-0.687780051,TRUE
1774,31,-2.267251821,0.632878713,FALSE
1684,39,-2.84094619,0.9472104582376528,FALSE
1538,44,0.9432491167868365,1.3769615662825754,FALSE
1459,18,1.314165229484182,-0.558983614,TRUE
1039,13,1.6558328177058592,-1.077263441,TRUE
1786,24,-4.954210627,-0.38642667,FALSE
1428,50,1.7320076040235044,2.194765442034332,FALSE
1605,11,-0.189476568,-0.687780051,TRUE
1134,48,0.7710637870724675,1.9723717453579808,FALSE
1676,41,-0.734156105,1.1997895105073653,FALSE
1331,48,0.10319179809139126,1.9723717453579808,FALSE
1781,28,2.0213395164984322,-0.007172181,TRUE
1633,9,-2.394629255,-0.728539336,FALSE
1799,12,0.8416537004792195,-0.932708679,TRUE
1452,39,-0.480464504,0.9472104582376528,FALSE
1694,8,-0.375028736,-1.075226127,TRUE
1582,15,0.7851033190588085,-0.693555199,TRUE
1939,38,3.2017757699863036,1.1844745378495978,TRUE
1980,22,-2.243018417,-0.280791505,FALSE
1660,11,1.3942968171787988,-0.687780051,TRUE
1838,44,-0.371449646,1.3769615662825754,FALSE
1017,46,1.5038068288931024,1.694683071876904,FALSE
1353,50,4.150201348,2.194765442034332,TRUE
1803,44,-0.312230361,1.3769615662825754,FALSE
1401,18,0.6074305172107672,-0.558983614,TRUE
1512,42,0.7370441047147025,1.3498412742622228,FALSE
1312,23,1.0157887759526707,-0.481827988,TRUE
1496,47,4.4137552934625965,2.0346665185247454,TRUE
1706,5,-4.150532399,-1.38834658,FALSE
1193,45,-5.452790783,1.2902426684636306,FALSE
1708,22,-3.689793961,-0.280791505,FALSE
1048,41,4.789636789052314,1.1997895105073653,TRUE
1547,27,3.075628642086554,0.24496079315544297,TRUE
1790,20,1.9985955024750641,-0.441785627,TRUE
1677,31,-1.065946649,0.632878713,FALSE
1075,3,,-1.955095842,TRUE
1146,26,-1.422912933,0.099910569,FALSE
1318,46,-1.824676402,1.694683071876904,FALSE
1906,26,0.5293304186865102,0.099910569,TRUE
1094,45,0.5540996734771155,1.2902426684636306,FALSE
1940,18,-0.550152065,-0.558983614,TRUE
1348,38,0.10180294155448452,1.1844745378495978,FALSE
1958,32,-2.438028875,0.7552864953737506,FALSE
1957,8,-0.381484839,-1.075226127,TRUE
1695,38,-2.974305018,1.1844745378495978,FALSE
1166,17,-1.312680215,-0.558913576,FALSE
1401,36,0.6074305172107672,1.2153009730202406,FALSE
